id,sentence,subject_entity,object_entity,label,worker1,worker2
76,코볼과 포트란은 프로그램밍 언어 역사에서 고급 기술언어의 원점이 되고 있다.,"{'word': '고급 기술언어의 원점', 'start': 1320, 'end': 1330, 'type': 'COM'}","{'word': '코볼', 'start': 1297, 'end': 1298, 'type': 'COM'}",com:sub_concept,com:alternative_names,no_relation
77,"코볼(COBOL, COmmon Business-Oriented Language, 사무 지향 보통 언어)은 사무용으로 설계된, 영어와 같은 컴퓨터 프로그래밍 언어이다.","{'word': '코볼', 'start': 0, 'end': 1, 'type': 'COM'}","{'word': 'COBOL', 'start': 3, 'end': 7, 'type': 'COM'}",com:alter_names,com:alternative_names,com:alternative_names
78,"코볼(COBOL, COmmon Business-Oriented Language, 사무 지향 보통 언어)은 사무용으로 설계된, 영어와 같은 컴퓨터 프로그래밍 언어이다.","{'word': '코볼', 'start': 0, 'end': 1, 'type': 'COM'}","{'word': 'COmmon Business-Oriented Language', 'start': 10, 'end': 42, 'type': 'COM'}",com:alter_names,com:alternative_names,com:alternative_names
79,"코볼(COBOL, COmmon Business-Oriented Language, 사무 지향 보통 언어)은 사무용으로 설계된, 영어와 같은 컴퓨터 프로그래밍 언어이다.","{'word': '코볼', 'start': 0, 'end': 1, 'type': 'COM'}","{'word': '사무 지향 보통 언어', 'start': 45, 'end': 55, 'type': 'COM'}",com:alter_names,com:alternative_names,com:alternative_names
80,코볼보다 먼저 개발된 포트란(FORTRAN)은 주로 과학기술 계산용인 반면 비슷한 시기에 탄생된 코볼은 대량 데이터 처리를 위한 업무처리 및 관리 분야용으로 자리잡게 된다.,"{'word': '포트란', 'start': 1212, 'end': 1214, 'type': 'COM'}","{'word': 'FORTRAN', 'start': 1216, 'end': 1222, 'type': 'COM'}",com:alter_names,com:alternative_names,com:alternative_names
81,"코볼은 1959년에 CODASYL이 설계하였으며 부분적으로는, 코볼의 어머니로 불리는 그레이스 호퍼의 이전 프로그래밍 언어 디자인을 기반으로 한다.","{'word': '코볼', 'start': 460, 'end': 461, 'type': 'COM'}","{'word': '이전 프로그래밍 언어 디자인', 'start': 517, 'end': 531, 'type': 'COM'}",com:prior_tech,com:prior_technology,com:prior_technology
82,코볼보다 먼저 개발된 포트란(FORTRAN)은 주로 과학기술 계산용인 반면 비슷한 시기에 탄생된 코볼은 대량 데이터 처리를 위한 업무처리 및 관리 분야용으로 자리잡게 된다.,"{'word': '코볼', 'start': 1200, 'end': 1201, 'type': 'COM'}","{'word': '포트란', 'start': 1212, 'end': 1214, 'type': 'COM'}",com:prior_tech,com:prior_technology,com:prior_technology
83,임시방편으로 의도했던 미국 국방부가 발빠르게 컴퓨터 제조업체에게 그것을 제공하도록 강제한 결과 널리 채택되었다.,"{'word': '제조업체', 'start': 626, 'end': 629, 'type': 'ORG'}","{'word': '미국 국방부', 'start': 609, 'end': 614, 'type': 'ORG'}",no_relation,no_relation,no_relation
84,"1997년 가트너 그룹은 총 200,000,000,000줄의 코볼이 현존하며 모든 비즈니스 프로그램의 80%를 실행한 것으로 예측하였다.","{'word': '가트너 그룹', 'start': 175, 'end': 180, 'type': 'ORG'}","{'word': '코볼', 'start': 203, 'end': 204, 'type': 'COM'}",no_relation,no_relation,no_relation
85,"절차적, 명령형 언어이고, 2002년부터는 객체 지향 언어이다.","{'word': '명령형 언어', 'start': 98, 'end': 103, 'type': 'COM'}","{'word': '객체 지향 언어', 'start': 117, 'end': 124, 'type': 'COM'}",no_relation,no_relation,no_relation
86,"코볼은 주로 비즈니스, 금융, 회사/정부 관리 시스템에 주로 사용된다.","{'word': '코볼', 'start': 129, 'end': 130, 'type': 'COM'}","{'word': '정부 관리 시스템', 'start': 149, 'end': 157, 'type': 'COM'}",no_relation,no_relation,no_relation
87,코볼은 지금도 메인프레임 컴퓨터의 레거시 응용 프로그램들에 사용되고 있으며 대용량 일괄 처리 및 트랜잭션 처리와 같은 작업에 쓰인다.,"{'word': '트랜잭션 처리', 'start': 300, 'end': 306, 'type': 'COM'}","{'word': '대용량 일괄 처리', 'start': 288, 'end': 296, 'type': 'COM'}",no_relation,com:similar_technology,com:similar_technology
88,그러나 숙련된 코볼 프로그래머가 은퇴하고 인기가 시들어가면서 프로그램들은 새로운 플랫폼으로 이관돼 현대의 언어로 다시 작성되거나 소프트웨어 패키지로 대체되는 추세이다.,"{'word': '코볼', 'start': 329, 'end': 330, 'type': 'COM'}","{'word': '소프트웨어', 'start': 393, 'end': 397, 'type': 'COM'}",no_relation,no_relation,no_relation
89,코볼 대부분의 프로그래밍은 순수하게 기존의 응용 프로그램들을 관리하는 데 있다.,"{'word': '코볼', 'start': 415, 'end': 416, 'type': 'COM'}","{'word': '프로그램', 'start': 442, 'end': 445, 'type': 'COM'}",no_relation,no_relation,no_relation
90,데이터 처리를 위해 이식 가능한 프로그래밍 언어를 만들려는 미국 국방부 노고의 일부이기도 하다.,"{'word': '프로그래밍', 'start': 561, 'end': 565, 'type': 'COM'}","{'word': '데이터', 'start': 543, 'end': 545, 'type': 'COM'}",no_relation,no_relation,no_relation
91,"대형 표준 라이브러리가 부족하며 이 표준은 43개의 문들과 87개의 함수, 그리고 하나의 클래스만을 규정한다.","{'word': '라이브러리', 'start': 995, 'end': 999, 'type': 'COM'}","{'word': '클래스', 'start': 1039, 'end': 1041, 'type': 'COM'}",no_relation,no_relation,no_relation
92,"코볼은 1959년에 CODASYL이 설계하였으며 부분적으로는, 코볼의 어머니로 불리는 그레이스 호퍼의 이전 프로그래밍 언어 디자인을 기반으로 한다.","{'word': 'CODASYL', 'start': 471, 'end': 477, 'type': 'PER'}","{'word': '코볼', 'start': 460, 'end': 461, 'type': 'COM'}",per:production,per:production,per:production
93,"코볼은 1959년에 CODASYL이 설계하였으며 부분적으로는, 코볼의 어머니로 불리는 그레이스 호퍼의 이전 프로그래밍 언어 디자인을 기반으로 한다.","{'word': '그레이스 호퍼', 'start': 508, 'end': 514, 'type': 'PER'}","{'word': '코볼', 'start': 495, 'end': 496, 'type': 'COM'}",per:production,per:production,per:production
94,코볼과 포트란은 프로그램밍 언어 역사에서 고급 기술언어의 원점이 되고 있다.,"{'word': '코볼', 'start': 1297, 'end': 1298, 'type': 'COM'}","{'word': '포트란', 'start': 1301, 'end': 1303, 'type': 'COM'}",com:similar_tech,com:similar_technology,com:similar_technology
95,"코볼은 영어와 같은 문법을 가지고 있으며, 프로그램 안의 거의 모든 것을 기술하는데 사용된다.","{'word': '프로그램', 'start': 24, 'end': 27, 'type': 'COM'}","{'word': '코볼', 'start': 0, 'end': 1, 'type': 'COM'}",com:sub_concept,no_relation,com:sub_concept
96,영어와 같은 문법을 지닌 코볼은 300개의 예약어가 있다.,"{'word': '코볼', 'start': 170, 'end': 171, 'type': 'COM'}","{'word': '예약어', 'start': 180, 'end': 182, 'type': 'COM'}",com:sub_concept,com:sub_concept,com:sub_concept
97,"각 코볼 프로그램은 4개의 어휘 항목을 이룬다; 워드, 리터럴, 픽처(PICTURE) 문자, 구분자(separator). 워드에는 예약어와 사용자 정의 식별자를 포함한다.","{'word': '코볼 프로그램', 'start': 313, 'end': 319, 'type': 'COM'}","{'word': '어휘 항목', 'start': 326, 'end': 330, 'type': 'COM'}",com:sub_concept,com:sub_concept,com:sub_concept
98,"각 코볼 프로그램은 4개의 어휘 항목을 이룬다; 워드, 리터럴, 픽처(PICTURE) 문자, 구분자(separator). 워드에는 예약어와 사용자 정의 식별자를 포함한다.","{'word': '어휘 항목', 'start': 326, 'end': 330, 'type': 'COM'}","{'word': '워드', 'start': 338, 'end': 339, 'type': 'COM'}",com:sub_concept,com:sub_concept,com:sub_concept
99,"각 코볼 프로그램은 4개의 어휘 항목을 이룬다; 워드, 리터럴, 픽처(PICTURE) 문자, 구분자(separator). 워드에는 예약어와 사용자 정의 식별자를 포함한다.","{'word': '어휘 항목', 'start': 326, 'end': 330, 'type': 'COM'}","{'word': '리터럴', 'start': 342, 'end': 344, 'type': 'COM'}",com:sub_concept,com:sub_concept,com:sub_concept
100,"각 코볼 프로그램은 4개의 어휘 항목을 이룬다; 워드, 리터럴, 픽처(PICTURE) 문자, 구분자(separator). 워드에는 예약어와 사용자 정의 식별자를 포함한다.","{'word': '어휘 항목', 'start': 326, 'end': 330, 'type': 'COM'}","{'word': '픽처', 'start': 347, 'end': 348, 'type': 'COM'}",com:sub_concept,com:sub_concept,com:sub_concept
101,"각 코볼 프로그램은 4개의 어휘 항목을 이룬다; 워드, 리터럴, 픽처(PICTURE) 문자, 구분자(separator). 워드에는 예약어와 사용자 정의 식별자를 포함한다.","{'word': '어휘 항목', 'start': 326, 'end': 330, 'type': 'COM'}","{'word': '구분자', 'start': 363, 'end': 365, 'type': 'COM'}",com:sub_concept,com:sub_concept,com:sub_concept
102,"각 코볼 프로그램은 4개의 어휘 항목을 이룬다; 워드, 리터럴, 픽처(PICTURE) 문자, 구분자(separator). 워드에는 예약어와 사용자 정의 식별자를 포함한다.","{'word': '워드', 'start': 379, 'end': 380, 'type': 'COM'}","{'word': '예약어', 'start': 384, 'end': 386, 'type': 'COM'}",com:sub_concept,com:sub_concept,com:sub_concept
103,"각 코볼 프로그램은 4개의 어휘 항목을 이룬다; 워드, 리터럴, 픽처(PICTURE) 문자, 구분자(separator). 워드에는 예약어와 사용자 정의 식별자를 포함한다.","{'word': '워드', 'start': 379, 'end': 380, 'type': 'COM'}","{'word': '식별자', 'start': 396, 'end': 398, 'type': 'COM'}",com:sub_concept,com:sub_concept,com:sub_concept
104,"각 코볼 프로그램은 4개의 어휘 항목을 이룬다; 워드, 리터럴, 픽처(PICTURE) 문자, 구분자(separator). 워드에는 예약어와 사용자 정의 식별자를 포함한다. 이들은 최대 31개 문자 길이로 되어 있으며 문자, 숫자, 하이픈(-), 언더바(_)를 포함할 수 있다.","{'word': '워드', 'start': 379, 'end': 380, 'type': 'COM'}","{'word': '문자 길이', 'start': 418, 'end': 422, 'type': 'COM'}",com:sub_concept,no_relation,com:sub_concept
105,"각 코볼 프로그램은 4개의 어휘 항목을 이룬다; 워드, 리터럴, 픽처(PICTURE) 문자, 구분자(separator). 워드에는 예약어와 사용자 정의 식별자를 포함한다. 이들은 최대 31개 문자 길이로 되어 있으며 문자, 숫자, 하이픈(-), 언더바(_)를 포함할 수 있다.","{'word': '워드', 'start': 379, 'end': 380, 'type': 'COM'}","{'word': '문자', 'start': 432, 'end': 433, 'type': 'COM'}",com:sub_concept,com:sub_concept,com:sub_concept
106,"각 코볼 프로그램은 4개의 어휘 항목을 이룬다; 워드, 리터럴, 픽처(PICTURE) 문자, 구분자(separator). 워드에는 예약어와 사용자 정의 식별자를 포함한다. 이들은 최대 31개 문자 길이로 되어 있으며 문자, 숫자, 하이픈(-), 언더바(_)를 포함할 수 있다.","{'word': '워드', 'start': 379, 'end': 380, 'type': 'COM'}","{'word': '숫자', 'start': 436, 'end': 437, 'type': 'COM'}",com:sub_concept,com:sub_concept,com:sub_concept
107,"각 코볼 프로그램은 4개의 어휘 항목을 이룬다; 워드, 리터럴, 픽처(PICTURE) 문자, 구분자(separator). 워드에는 예약어와 사용자 정의 식별자를 포함한다. 이들은 최대 31개 문자 길이로 되어 있으며 문자, 숫자, 하이픈(-), 언더바(_)를 포함할 수 있다.","{'word': '워드', 'start': 379, 'end': 380, 'type': 'COM'}","{'word': '하이픈', 'start': 440, 'end': 442, 'type': 'COM'}",com:sub_concept,com:sub_concept,com:sub_concept
108,"각 코볼 프로그램은 4개의 어휘 항목을 이룬다; 워드, 리터럴, 픽처(PICTURE) 문자, 구분자(separator). 워드에는 예약어와 사용자 정의 식별자를 포함한다. 이들은 최대 31개 문자 길이로 되어 있으며 문자, 숫자, 하이픈(-), 언더바(_)를 포함할 수 있다.","{'word': '워드', 'start': 379, 'end': 380, 'type': 'COM'}","{'word': '언더바', 'start': 448, 'end': 450, 'type': 'COM'}",com:sub_concept,com:sub_concept,com:sub_concept
109,리터럴은 숫자(예: 12)와 문자(예: 'Hello!')를 포함한다.,"{'word': '리터럴', 'start': 466, 'end': 468, 'type': 'COM'}","{'word': '숫자', 'start': 471, 'end': 472, 'type': 'COM'}",com:sub_concept,com:sub_concept,com:sub_concept
110,리터럴은 숫자(예: 12)와 문자(예: 'Hello!')를 포함한다.,"{'word': '리터럴', 'start': 466, 'end': 468, 'type': 'COM'}","{'word': '문자', 'start': 482, 'end': 483, 'type': 'COM'}",com:sub_concept,com:sub_concept,com:sub_concept
111,"구분자는 공백 문자와 콤마, 세미콜론을 포함하고 그 뒤에 공백이 온다.","{'word': '구분자', 'start': 505, 'end': 507, 'type': 'COM'}","{'word': '공백 문자', 'start': 510, 'end': 514, 'type': 'COM'}",com:sub_concept,com:sub_concept,com:sub_concept
112,"구분자는 공백 문자와 콤마, 세미콜론을 포함하고 그 뒤에 공백이 온다.","{'word': '구분자', 'start': 505, 'end': 507, 'type': 'COM'}","{'word': '콤마', 'start': 517, 'end': 518, 'type': 'COM'}",com:sub_concept,com:sub_concept,com:sub_concept
113,"구분자는 공백 문자와 콤마, 세미콜론을 포함하고 그 뒤에 공백이 온다.","{'word': '구분자', 'start': 505, 'end': 507, 'type': 'COM'}","{'word': '세미콜론', 'start': 521, 'end': 524, 'type': 'COM'}",com:sub_concept,com:sub_concept,com:sub_concept
114,"코볼 프로그램은 4개의 구역으로 나뉜다: IDENTIFICATION DIVISION, ENVIRONMENT DIVISION, DATA DIVISION, PROCEDURE DIVISION. IDENTIFICATION DIVISION은 소스 요소의 이름과 종류를 정의하며 여기서 클래스와 인터페이스가 지정된다.","{'word': '코볼 프로그램', 'start': 545, 'end': 551, 'type': 'COM'}","{'word': 'IDENTIFICATION DIVISION', 'start': 568, 'end': 590, 'type': 'COM'}",com:sub_concept,com:sub_concept,com:sub_concept
115,"코볼 프로그램은 4개의 구역으로 나뉜다: IDENTIFICATION DIVISION, ENVIRONMENT DIVISION, DATA DIVISION, PROCEDURE DIVISION. IDENTIFICATION DIVISION은 소스 요소의 이름과 종류를 정의하며 여기서 클래스와 인터페이스가 지정된다.","{'word': '코볼 프로그램', 'start': 545, 'end': 551, 'type': 'COM'}","{'word': 'ENVIRONMENT DIVISION', 'start': 593, 'end': 612, 'type': 'COM'}",com:sub_concept,com:sub_concept,com:sub_concept
116,"코볼 프로그램은 4개의 구역으로 나뉜다: IDENTIFICATION DIVISION, ENVIRONMENT DIVISION, DATA DIVISION, PROCEDURE DIVISION. IDENTIFICATION DIVISION은 소스 요소의 이름과 종류를 정의하며 여기서 클래스와 인터페이스가 지정된다.","{'word': '코볼 프로그램', 'start': 545, 'end': 551, 'type': 'COM'}","{'word': 'DATA DIVISION', 'start': 615, 'end': 627, 'type': 'COM'}",com:sub_concept,com:sub_concept,com:sub_concept
117,"코볼 프로그램은 4개의 구역으로 나뉜다: IDENTIFICATION DIVISION, ENVIRONMENT DIVISION, DATA DIVISION, PROCEDURE DIVISION. IDENTIFICATION DIVISION은 소스 요소의 이름과 종류를 정의하며 여기서 클래스와 인터페이스가 지정된다.","{'word': '코볼 프로그램', 'start': 545, 'end': 551, 'type': 'COM'}","{'word': 'PROCEDURE DIVISION', 'start': 630, 'end': 647, 'type': 'COM'}",com:sub_concept,com:sub_concept,com:sub_concept
118,"코볼 프로그램은 4개의 구역으로 나뉜다: IDENTIFICATION DIVISION, ENVIRONMENT DIVISION, DATA DIVISION, PROCEDURE DIVISION. IDENTIFICATION DIVISION은 소스 요소의 이름과 종류를 정의하며 여기서 클래스와 인터페이스가 지정된다.","{'word': 'IDENTIFICATION DIVISION', 'start': 650, 'end': 672, 'type': 'COM'}","{'word': '소스 요소', 'start': 675, 'end': 679, 'type': 'COM'}",com:sub_concept,com:sub_concept,com:sub_concept
119,"코볼 프로그램은 4개의 구역으로 나뉜다: IDENTIFICATION DIVISION, ENVIRONMENT DIVISION, DATA DIVISION, PROCEDURE DIVISION. IDENTIFICATION DIVISION은 소스 요소의 이름과 종류를 정의하며 여기서 클래스와 인터페이스가 지정된다.","{'word': '소스 요소', 'start': 675, 'end': 679, 'type': 'COM'}","{'word': '이름', 'start': 682, 'end': 683, 'type': 'COM'}",com:sub_concept,com:sub_concept,com:sub_concept
120,"코볼 프로그램은 4개의 구역으로 나뉜다: IDENTIFICATION DIVISION, ENVIRONMENT DIVISION, DATA DIVISION, PROCEDURE DIVISION. IDENTIFICATION DIVISION은 소스 요소의 이름과 종류를 정의하며 여기서 클래스와 인터페이스가 지정된다.","{'word': '소스 요소', 'start': 675, 'end': 679, 'type': 'COM'}","{'word': '종류', 'start': 686, 'end': 687, 'type': 'COM'}",com:sub_concept,com:sub_concept,com:sub_concept
121,"코볼 프로그램은 4개의 구역으로 나뉜다: IDENTIFICATION DIVISION, ENVIRONMENT DIVISION, DATA DIVISION, PROCEDURE DIVISION. IDENTIFICATION DIVISION은 소스 요소의 이름과 종류를 정의하며 여기서 클래스와 인터페이스가 지정된다.","{'word': 'IDENTIFICATION DIVISION', 'start': 650, 'end': 672, 'type': 'COM'}","{'word': '클래스', 'start': 699, 'end': 701, 'type': 'COM'}",com:sub_concept,com:sub_concept,com:sub_concept
122,"코볼 프로그램은 4개의 구역으로 나뉜다: IDENTIFICATION DIVISION, ENVIRONMENT DIVISION, DATA DIVISION, PROCEDURE DIVISION. IDENTIFICATION DIVISION은 소스 요소의 이름과 종류를 정의하며 여기서 클래스와 인터페이스가 지정된다.","{'word': 'IDENTIFICATION DIVISION', 'start': 650, 'end': 672, 'type': 'COM'}","{'word': '인터페이스', 'start': 704, 'end': 708, 'type': 'COM'}",com:sub_concept,com:sub_concept,com:sub_concept
123,"ENVIRONMENT DIVISION은 이를 실행하는 시스템에 의존하는 프로그램 기능을 정의하는데, 이를테면 파일과 문자 집합을 들 수 있다.","{'word': 'ENVIRONMENT DIVISION', 'start': 717, 'end': 736, 'type': 'COM'}","{'word': '프로그램 기능', 'start': 757, 'end': 763, 'type': 'COM'}",com:sub_concept,com:sub_concept,no_relation
124,"ENVIRONMENT DIVISION은 이를 실행하는 시스템에 의존하는 프로그램 기능을 정의하는데, 이를테면 파일과 문자 집합을 들 수 있다.","{'word': 'ENVIRONMENT DIVISION', 'start': 717, 'end': 736, 'type': 'COM'}","{'word': '파일', 'start': 778, 'end': 779, 'type': 'COM'}",com:sub_concept,com:sub_concept,no_relation
125,"ENVIRONMENT DIVISION은 이를 실행하는 시스템에 의존하는 프로그램 기능을 정의하는데, 이를테면 파일과 문자 집합을 들 수 있다.","{'word': 'ENVIRONMENT DIVISION', 'start': 717, 'end': 736, 'type': 'COM'}","{'word': '문자 집합', 'start': 782, 'end': 786, 'type': 'COM'}",com:sub_concept,com:sub_concept,no_relation
126,DATA DIVISION은 변수와 매개변수를 선언하는데 쓰인다.,"{'word': 'DATA DIVISION', 'start': 797, 'end': 809, 'type': 'COM'}","{'word': '변수', 'start': 812, 'end': 813, 'type': 'COM'}",com:sub_concept,com:sub_concept,no_relation
127,DATA DIVISION은 변수와 매개변수를 선언하는데 쓰인다.,"{'word': 'DATA DIVISION', 'start': 797, 'end': 809, 'type': 'COM'}","{'word': '매개변수', 'start': 816, 'end': 819, 'type': 'COM'}",com:sub_concept,com:sub_concept,no_relation
128,PROCEDURE DIVISION은 프로그램의 문을 포함한다.,"{'word': 'PROCEDURE DIVISION', 'start': 833, 'end': 850, 'type': 'COM'}","{'word': '프로그램의 문', 'start': 853, 'end': 859, 'type': 'COM'}",com:sub_concept,com:sub_concept,com:sub_concept
129,각 구역은 섹션으로 다시 구분되며 섹션은 여러 문단으로 이루어진다.,"{'word': '구역', 'start': 870, 'end': 871, 'type': 'COM'}","{'word': '섹션', 'start': 874, 'end': 875, 'type': 'COM'}",com:sub_concept,com:sub_concept,com:sub_concept
130,각 구역은 섹션으로 다시 구분되며 섹션은 여러 문단으로 이루어진다.,"{'word': '구역', 'start': 870, 'end': 871, 'type': 'COM'}","{'word': '여러 문단', 'start': 891, 'end': 895, 'type': 'COM'}",com:sub_concept,com:sub_concept,com:sub_concept
131,각 구역은 섹션으로 다시 구분되며 섹션은 여러 문단으로 이루어진다.,"{'word': '섹션', 'start': 874, 'end': 875, 'type': 'COM'}","{'word': '여러 문단', 'start': 891, 'end': 895, 'type': 'COM'}",com:sub_concept,com:sub_concept,com:sub_concept
132,"코볼은 두 가지 포맷으로 작성할 수 있다: 고정 포맷 (기본값), 자유(free) 포맷. 고정 포맷의 경우 코드는 특정 이름에 맞추어 정렬하여야 한다.","{'word': '코볼', 'start': 906, 'end': 907, 'type': 'COM'}","{'word': '포맷', 'start': 915, 'end': 916, 'type': 'COM'}",com:sub_concept,com:made_of,com:sub_concept
133,"코볼은 두 가지 포맷으로 작성할 수 있다: 고정 포맷 (기본값), 자유(free) 포맷. 고정 포맷의 경우 코드는 특정 이름에 맞추어 정렬하여야 한다.","{'word': '코볼', 'start': 906, 'end': 907, 'type': 'COM'}","{'word': '고정 포맷', 'start': 930, 'end': 934, 'type': 'COM'}",com:sub_concept,com:made_of,com:sub_concept
134,"코볼은 두 가지 포맷으로 작성할 수 있다: 고정 포맷 (기본값), 자유(free) 포맷. 고정 포맷의 경우 코드는 특정 이름에 맞추어 정렬하여야 한다.","{'word': '고정 포맷', 'start': 956, 'end': 960, 'type': 'COM'}","{'word': '코드', 'start': 966, 'end': 967, 'type': 'COM'}",com:sub_concept,no_relation,com:sub_concept
135,"코볼은 두 가지 포맷으로 작성할 수 있다: 고정 포맷 (기본값), 자유(free) 포맷. 고정 포맷의 경우 코드는 특정 이름에 맞추어 정렬하여야 한다. 코볼 2002까지는 아래와 같았다: 코볼 2002에서 영역 A와 B는 컬럼 255로 병합, 확장되었으며 프로그램 이름 영역은 제거되었다. 코볼 2002는 또한 자유 포맷 코드를 도입하였다.","{'word': '코볼', 'start': 906, 'end': 907, 'type': 'COM'}","{'word': '자유 포맷', 'start': 1080, 'end': 1084, 'type': 'COM'}",com:sub_concept,com:made_of,com:sub_concept
136,코볼 2002는 또한 자유 포맷 코드를 도입하였다.,"{'word': '코볼 2002', 'start': 1068, 'end': 1074, 'type': 'COM'}","{'word': '자유 포맷 코드', 'start': 1080, 'end': 1087, 'type': 'COM'}",com:sub_concept,com:sub_concept,com:sub_concept
137,자유 포맷 코드는 마치 더 새로운 프로그래밍 언어들에서처럼 파일의 어느 열에나 위치할 수 있다.,"{'word': '파일', 'start': 1130, 'end': 1131, 'type': 'COM'}","{'word': '자유 포맷 코드', 'start': 1097, 'end': 1104, 'type': 'COM'}",com:sub_concept,com:sub_concept,com:sub_concept
138,주석은 codice_2을 이용하여 지정하며 어느 곳에서 위치해도 되고 고정 포맷 소스 코드에도 사용할 수 있다.,"{'word': '고정 포맷 소스 코드', 'start': 1190, 'end': 1200, 'type': 'COM'}","{'word': '주석', 'start': 1151, 'end': 1152, 'type': 'COM'}",com:sub_concept,com:sub_concept,com:sub_concept
139,"각 코볼 프로그램은 4개의 어휘 항목을 이룬다; 워드, 리터럴, 픽처(PICTURE) 문자, 구분자(separator). 워드에는 예약어와 사용자 정의 식별자를 포함한다.","{'word': '픽처', 'start': 347, 'end': 348, 'type': 'COM'}","{'word': 'PICTURE', 'start': 350, 'end': 356, 'type': 'COM'}",com:alter_names,com:alternative_names,com:alternative_names
140,"각 코볼 프로그램은 4개의 어휘 항목을 이룬다; 워드, 리터럴, 픽처(PICTURE) 문자, 구분자(separator). 워드에는 예약어와 사용자 정의 식별자를 포함한다.","{'word': '구분자', 'start': 363, 'end': 365, 'type': 'COM'}","{'word': 'separator', 'start': 367, 'end': 375, 'type': 'COM'}",com:alter_names,com:alternative_names,com:alternative_names
141,"이를테면 IN과 OF 키워드는 번갈아 사용할 수 있는데, 이는 IS와 ARE, VALUE와 VALUES도 그러하다.","{'word': 'OF 키워드', 'start': 255, 'end': 260, 'type': 'COM'}","{'word': 'IN', 'start': 251, 'end': 252, 'type': 'COM'}",no_relation,com:similar_technology,com:similar_technology
142,"이를테면 IN과 OF 키워드는 번갈아 사용할 수 있는데, 이는 IS와 ARE, VALUE와 VALUES도 그러하다.","{'word': 'ARE', 'start': 285, 'end': 287, 'type': 'COM'}","{'word': 'IS', 'start': 281, 'end': 282, 'type': 'COM'}",no_relation,com:similar_technology,com:similar_technology
143,"이를테면 IN과 OF 키워드는 번갈아 사용할 수 있는데, 이는 IS와 ARE, VALUE와 VALUES도 그러하다.","{'word': 'VALUES', 'start': 297, 'end': 302, 'type': 'COM'}","{'word': 'VALUE', 'start': 290, 'end': 294, 'type': 'COM'}",no_relation,com:similar_technology,com:similar_technology
144,"코볼 2002에서 영역 A와 B는 컬럼 255로 병합, 확장되었으며 프로그램 이름 영역은 제거되었다.","{'word': '코볼 2002', 'start': 1011, 'end': 1017, 'type': 'COM'}","{'word': '프로그램', 'start': 1049, 'end': 1052, 'type': 'COM'}",no_relation,no_relation,com:sub_concept
145,2015년 7월에 작성된 이 JCL은 제이 무슬리(Jay Moseley)의 허큘리스 강좌와 샘플에서 가져온 것이다.,"{'word': '제이 무슬리', 'start': 5896, 'end': 5901, 'type': 'PER'}","{'word': '허큘리스 강좌', 'start': 5917, 'end': 5923, 'type': 'POH'}",per:production,per:production,per:production
146,"지금은 유명한 《C 프로그래밍 언어》(The C Programming Language)라는 책의 Hello world 프로그램 예제가 1978년 첫 출판되었을 때, 비슷한 메인프레임 코볼 프로그램 예제가 80컬럼의 천공 카드와 천공 카드 리더를 사용할 가능성이 매우 높은 JCL을 통해 제출되었다.","{'word': 'C 프로그래밍 언어', 'start': 5637, 'end': 5646, 'type': 'COM'}","{'word': '1978년', 'start': 5703, 'end': 5707, 'type': 'DAT'}",com:date_of_prod,com:date_of_produced,com:date_of_produced
147,"지금은 유명한 《C 프로그래밍 언어》(The C Programming Language)라는 책의 Hello world 프로그램 예제가 1978년 첫 출판되었을 때, 비슷한 메인프레임 코볼 프로그램 예제가 80컬럼의 천공 카드와 천공 카드 리더를 사용할 가능성이 매우 높은 JCL을 통해 제출되었다.","{'word': 'Hello world 프로그램 예제', 'start': 5682, 'end': 5700, 'type': 'COM'}","{'word': '1978년', 'start': 5703, 'end': 5707, 'type': 'DAT'}",com:date_of_prod,com:date_of_produced,com:date_of_produced
148,"지금은 유명한 《C 프로그래밍 언어》(The C Programming Language)라는 책의 Hello world 프로그램 예제가 1978년 첫 출판되었을 때, 비슷한 메인프레임 코볼 프로그램 예제가 80컬럼의 천공 카드와 천공 카드 리더를 사용할 가능성이 매우 높은 JCL을 통해 제출되었다.","{'word': 'The C Programming Language', 'start': 5649, 'end': 5674, 'type': 'COM'}","{'word': '1978년', 'start': 5703, 'end': 5707, 'type': 'DAT'}",com:date_of_prod,com:date_of_produced,com:date_of_produced
149,표준 코볼은 다음의 자료형을 제공한다: 자료형 안전은 코볼 안에서 변칙적이다. 수치 데이터는 각기 다른 표현들과 크기들로 조용히 변환되며 영숫자 데이터는 숫자와 그룹 데이터를 포함하여 문자열로 저장될 수 있는 어떠한 데이터 항목에라도 올 수 있다.,"{'word': '표준 코볼', 'start': 0, 'end': 4, 'type': 'COM'}","{'word': '수치 데이터', 'start': 44, 'end': 49, 'type': 'COM'}",com:sub_concept,com:sub_concept,com:sub_concept
150,표준 코볼은 다음의 자료형을 제공한다: 자료형 안전은 코볼 안에서 변칙적이다. 수치 데이터는 각기 다른 표현들과 크기들로 조용히 변환되며 영숫자 데이터는 숫자와 그룹 데이터를 포함하여 문자열로 저장될 수 있는 어떠한 데이터 항목에라도 올 수 있다.,"{'word': '표준 코볼', 'start': 0, 'end': 4, 'type': 'COM'}","{'word': '영숫자 데이터', 'start': 77, 'end': 83, 'type': 'COM'}",com:sub_concept,com:sub_concept,com:sub_concept
