id,sentence,subject_entity,object_entity,label
262,2002년 2월 마이크로소프트는 3년 8개월간의 침묵을 깨고 비주얼 스튜디오 닷넷의 베타를 내놓았다.,"{'word': '마이크로소프트', 'start': 1458, 'end': 1464, 'type': 'ORG'}","{'word': '비주얼 스튜디오 닷넷의 베타', 'start': 1483, 'end': 1497, 'type': 'COM'}",org:production
263,"게다가 MFC의 문서/뷰 프레임워크는 데이터 모델과 유저 인터페이스, 제어 로직을 분리한다는 MVC 디자인을 자연스럽게 만들어준다.","{'word': 'MFC', 'start': 1200, 'end': 1202, 'type': 'COM'}","{'word': '문서/뷰 프레임워크', 'start': 1205, 'end': 1214, 'type': 'COM'}",com:sub_concept
264,"하나는 원래 있던 객체를 '복제(cloning)'하는 방법이고, 다른 하나는 '무(無)에서(""ex nihilo"")' 객체를 생성하는 방법이다.","{'word': '객체', 'start': 1302, 'end': 1303, 'type': 'COM'}","{'word': '복제', 'start': 1307, 'end': 1308, 'type': 'POH'}",no_relation
265,"MIPS, Sun Sparc, HP PA-RISC과 같은 RISC 기반 아키텍처를 위한 현대의 어셈블러는 함수 스케줄링 기능을 가지고 있어서 중앙처리장치의 파이프라인을 효과적으로 사용할 수 있다.","{'word': '현대의 어셈블러', 'start': 1045, 'end': 1052, 'type': 'COM'}","{'word': 'HP PA-RISC', 'start': 1013, 'end': 1022, 'type': 'COM'}",no_relation
266,"간단히 말하여, 명령형 프로그램은 알고리즘을 명시하고 목표는 명시하지 않는 데 반해 선언형 프로그램은 목표를 명시하고 알고리즘을 명시하지 않는 것이다.","{'word': '명령형 프로그램', 'start': 342, 'end': 349, 'type': 'COM'}","{'word': '목표', 'start': 390, 'end': 391, 'type': 'POH'}",no_relation
267,"프로페셔널, 엔터프라이즈 에디션이 존재했으며 비주얼 베이직 5.0, 비주얼 C++ 5.0, 비주얼 J++ 1.1, 비주얼 폭스프로 5.0이 있었다.","{'word': '비주얼 베이직 5.0', 'start': 404, 'end': 414, 'type': 'COM'}","{'word': '비주얼 폭스프로 5.0', 'start': 443, 'end': 454, 'type': 'COM'}",com:similar_technology
268,"몇몇 사람들은 이러한 명령어들을 어셈블러 언어라고 부르며, 어셈블리 언어라고 부르는 사람들도 있다.","{'word': '명령어', 'start': 537, 'end': 539, 'type': 'COM'}","{'word': '어셈블리 언어', 'start': 558, 'end': 564, 'type': 'COM'}",com:alternative_names
269,"저수준의 관점에서 구조적 프로그램은 간단하고, 계층적인 프로그램 제어 구조로 구성된다.","{'word': '구조적 프로그램', 'start': 280, 'end': 287, 'type': 'COM'}","{'word': '프로그램 제어 구조', 'start': 301, 'end': 310, 'type': 'COM'}",com:made_of
270,"JVM은 자바 플랫폼의 주요한 부분이며 마이크로소프트 윈도우(95/98/NT), 리눅스, 유닉스, OS X 등 대부분의 운영 체제는 물론, 인터넷 익스플로러와 넷스케이프 등과 같은 웹 브라우저 등 여러가지 플랫폼에 설치되어 사용될 수 있으며, 휴대전화나 가전기기에도 설치할 수 있다.","{'word': '가전기기', 'start': 2156, 'end': 2159, 'type': 'COM'}","{'word': '휴대전화', 'start': 2150, 'end': 2153, 'type': 'COM'}",com:similar_technology
271,자바 언어는 1991년 6월 셋톱 프로젝트를 위해 제임스 고슬링(James Gosling)이 만들었다.,"{'word': '제임스 고슬링', 'start': 648, 'end': 654, 'type': 'PER'}","{'word': '자바 언어', 'start': 620, 'end': 624, 'type': 'COM'}",per:production
272,리스프는 1958년 스티브 러셀이 IBM 704 컴퓨터에 최초로 구현하였다.,"{'word': 'IBM 704', 'start': 967, 'end': 973, 'type': 'COM'}","{'word': '리스프', 'start': 948, 'end': 950, 'type': 'COM'}",com:made_of
273,"포트란, 코볼, 베이직과 같이 프로그래밍 구조가 원래 취약한 고급 프로그래밍 언어들은 이제 그런 구조를 가지고 있다.","{'word': '고급 프로그래밍 언어', 'start': 3146, 'end': 3156, 'type': 'COM'}","{'word': '코볼', 'start': 3117, 'end': 3118, 'type': 'COM'}",com:sub_concept
274,데이크스트라가 구조적 프로그래밍을 표준 교육과정에 편입시키는 데는 성공했지만 엄격한 조건을 고수하는 데는 성공하지 못하였다.,"{'word': '데이크스트라', 'start': 3437, 'end': 3442, 'type': 'PER'}","{'word': '표준 교육과정', 'start': 3456, 'end': 3462, 'type': 'POH'}",no_relation
275,"게다가 프로토타입기반 체계가 상대적으로 기발하고 별로 사용되지 않고 있으며, 소프트웨어를 개발할 때 널리 퍼지지 못하여 최고관행과 멀기 때문이다.","{'word': '프로토타입기반 체계', 'start': 4029, 'end': 4038, 'type': 'COM'}","{'word': '소프트웨어', 'start': 4068, 'end': 4072, 'type': 'COM'}",no_relation
276,"자바스크립트는 본래 넷스케이프 커뮤니케이션즈 코퍼레이션의 브렌던 아이크(Brendan Eich)가 처음에는 모카(Mocha)라는 이름으로, 나중에는 라이브스크립트(LiveScript)라는 이름으로 개발하였으며, 최종적으로 자바스크립트가 되었다.","{'word': '자바스크립트', 'start': 271, 'end': 276, 'type': 'COM'}","{'word': '모카(Mocha)', 'start': 207, 'end': 215, 'type': 'COM'}",com:alternative_names
277,다이렉트엑스는 또한 게임뿐 아니라 최근에 나온 3차원 그래픽 하드웨어를 사용하여 높은 품질의 3차원 그래픽을 빠르게 렌더링할 수 있기 때문에 소프트웨어 업계 전반에서 사용되기도 한다.,"{'word': '다이렉트엑스', 'start': 153, 'end': 158, 'type': 'COM'}","{'word': '3차원 그래픽 하드웨어', 'start': 179, 'end': 190, 'type': 'COM'}",com:sub_concept
278,다음은 하스켈로 작성한 제곱 함수이다.,"{'word': '제곱 함수', 'start': 2424, 'end': 2428, 'type': 'COM'}","{'word': '하스켈', 'start': 2415, 'end': 2417, 'type': 'COM'}",com:made_of
279,클래스들의 기능이 동시에 필요할 때 용이하나 클래스의 상속 관계에 혼란을 줄 수 있고(예: 다이아몬드 상속) 프로그래밍 언어에 따라 사용 가능 유무가 다르므로 주의해서 사용해야 한다.,"{'word': '프로그래밍 언어', 'start': 3409, 'end': 3416, 'type': 'COM'}","{'word': '다이아몬드', 'start': 3399, 'end': 3403, 'type': 'POH'}",no_relation
280,윈도우에서 gcc와 연결하여 C/C++ 언어를 사용하여 프로그램을 개발 할 수 있다.,"{'word': '윈도우', 'start': 4388, 'end': 4390, 'type': 'COM'}","{'word': 'C/C++ 언어', 'start': 4404, 'end': 4411, 'type': 'COM'}",no_relation
281,"람다 대수(λ代數, ) 또는 λ-대수 또는 람다 계산(λ計算) 또는 람다 계산법(λ計算法)은 추상화와 함수 적용 등의 논리 연산을 다루는 형식 체계이다.","{'word': '람다 대수', 'start': 0, 'end': 4, 'type': 'COM'}","{'word': 'λ-대수', 'start': 16, 'end': 19, 'type': 'COM'}",com:alternative_names
282,"람다 대수(λ代數, ) 또는 λ-대수 또는 람다 계산(λ計算) 또는 람다 계산법(λ計算法)은 추상화와 함수 적용 등의 논리 연산을 다루는 형식 체계이다.","{'word': '람다 대수', 'start': 0, 'end': 4, 'type': 'COM'}","{'word': 'λ代數', 'start': 6, 'end': 8, 'type': 'COM'}",com:alternative_names
283,최초의 시스템은 스티븐 클레이니와 존 버클리 로서가 클리네-로저 역설을 제창하면서 1935년 논리적 모순을 보이기 위해 도입됐다.,"{'word': '스티븐 클레이니', 'start': 827, 'end': 834, 'type': 'PER'}","{'word': '존 버클리 로서', 'start': 837, 'end': 844, 'type': 'PER'}",no_relation
284,"또한 이클립스의 사용자 인터페이스는 또 하나의 중간 GUI 계층인 JFace를 사용하여, 이는 SWT 기반의 응용 작성을 좀 더 쉽게 만들어 준다.","{'word': '중간 GUI 계층', 'start': 1373, 'end': 1381, 'type': 'COM'}","{'word': 'JFace', 'start': 1384, 'end': 1388, 'type': 'COM'}",com:sub_concept
285,"JVM은 자바 플랫폼의 주요한 부분이며 마이크로소프트 윈도우(95/98/NT), 리눅스, 유닉스, OS X 등 대부분의 운영 체제는 물론, 인터넷 익스플로러와 넷스케이프 등과 같은 웹 브라우저 등 여러가지 플랫폼에 설치되어 사용될 수 있으며, 휴대전화나 가전기기에도 설치할 수 있다.","{'word': '마이크로소프트 윈도우', 'start': 2036, 'end': 2046, 'type': 'COM'}","{'word': 'OS X', 'start': 2069, 'end': 2072, 'type': 'COM'}",com:similar_technology
286,따라서 개발자는 해당 마이크로프로세서에 맞는 컴파일러를 사용해야 한다.,"{'word': '개발자', 'start': 1522, 'end': 1524, 'type': 'PER'}","{'word': '마이크로프로세서', 'start': 1530, 'end': 1537, 'type': 'COM'}",no_relation
287,"Go는 2009년 구글에서 일하는 로버트 그리즈머, 롭 파이크, 켄 톰프슨이 개발한 프로그래밍 언어이다. 가비지 컬렉션 기능이 있고, 병행성(concurrent)을 잘 지원하는 컴파일 언어다.","{'word': '컴파일 언어', 'start': 99, 'end': 104, 'type': 'COM'}","{'word': 'Go', 'start': 0, 'end': 1, 'type': 'COM'}",com:sub_concept
288,이름의 최종 선정에 혼란이 야기되었는데 이 언어가 자바 프로그래밍 언어에서 파생되었다는 인상을 심었으며 이러한 선택이 마케팅적인 특징을 보였고 이는 넷스케이프가 당시 인기있는 웹 프로그래밍 언어로서 자바스크립트를 내밀기 위한 것이었다.,"{'word': '넷스케이프', 'start': 1883, 'end': 1887, 'type': 'ORG'}","{'word': '자바스크립트', 'start': 1911, 'end': 1916, 'type': 'COM'}",no_relation
289,상속은 새로운 클래스가 기존의 클래스의 자료와 연산을 이용할 수 있게 하는 기능이다.,"{'word': '클래스', 'start': 3063, 'end': 3065, 'type': 'COM'}","{'word': '연산', 'start': 3081, 'end': 3082, 'type': 'POH'}",no_relation
290,자바스크립트는 ECMA스크립트(ECMAScript)의 표준 사양을 가장 잘 구현한 언어로 인정받고 있으며 ECMAScript 5 (ES5) 까지는 대부분의 브라우저에서 기본적으로 지원되었으나 ECMAScript 6 이후부터는 브라우저 호환성을 위해 트랜스파일러로 컴파일된다.,"{'word': 'ECMA스크립트', 'start': 432, 'end': 439, 'type': 'COM'}","{'word': 'ECMAScript', 'start': 441, 'end': 450, 'type': 'COM'}",com:alternative_names
291,"새로운 비스타/WDDM 그래픽스 구조에는 데스크톱 창 관리자와 같이, 그래픽 하드웨어를 여러 개의 응용 프로그램과 서비스에 가상화할 수 있게 도와 주는 새로운 비디오 메모리 관리자를 포함하고 있다.","{'word': '비스타/WDDM 그래픽스 구조', 'start': 693, 'end': 708, 'type': 'COM'}","{'word': '비디오 메모리 관리자', 'start': 778, 'end': 788, 'type': 'COM'}",com:sub_concept
292,"비주얼 스튜디오 2005는 Professional은 90일, Team Suite는 180일간 평가할 수 있다.","{'word': 'Professional', 'start': 3529, 'end': 3540, 'type': 'COM'}","{'word': 'Team Suite', 'start': 3548, 'end': 3557, 'type': 'COM'}",com:similar_technology
293,이렇게 접근하면 객체 작성자가 한 부모 객체의 자식 객체들간에 부수효과를 신경쓰지 않고 복제할 수 있다는 이점이 있다.,"{'word': '부모 객체', 'start': 2750, 'end': 2754, 'type': 'COM'}","{'word': '자식 객체', 'start': 2757, 'end': 2761, 'type': 'COM'}",com:sub_concept
294,루빈은 물론이거니와 양보하라고 한 다른 필자들까지도 날카롭게 비판한 데이크스트라의 응답과 함께 수많은 반대 의견이 뒤따랐다.,"{'word': '루빈', 'start': 2972, 'end': 2973, 'type': 'PER'}","{'word': '다른 필자들', 'start': 2991, 'end': 2996, 'type': 'PER'}",no_relation
295,"코볼(COBOL, COmmon Business-Oriented Language, 사무 지향 보통 언어)은 사무용으로 설계된, 영어와 같은 컴퓨터 프로그래밍 언어이다.","{'word': '코볼', 'start': 0, 'end': 1, 'type': 'COM'}","{'word': '사무 지향 보통 언어', 'start': 45, 'end': 55, 'type': 'COM'}",com:alternative_names
296,시뮬라(세계 최초의 객체 지향 프로그래밍 언어로 알려졌다.) 등의 다른 객체지향 언어를 참고하여 비야네 스트롭스트룹이 C를 바탕으로 하여 C++를 설계했다.,"{'word': '비야네 스트롭스트룹', 'start': 2041, 'end': 2050, 'type': 'PER'}","{'word': 'C++', 'start': 2064, 'end': 2066, 'type': 'COM'}",per:production
297,"Go는 다른 언어의 긍정적인 특징들을 유지하면서 공통이 되는 문제들을 해결할 새로운 프로그래밍 언어를 설계하기 위해 구글의 엔지니어 Robert Griesemer, 롭 파이크, 켄 톰프슨에 의해 실험적으로 시작되었다.","{'word': '켄 톰프슨', 'start': 1002, 'end': 1006, 'type': 'PER'}","{'word': '롭 파이크', 'start': 995, 'end': 999, 'type': 'PER'}",no_relation
298,"유닉스는 어셈블리가 아닌 언어로 구현된 최초의 운영체제 커널 중의 하나였다.(더 빠른 사례는 PL/I로 쓰인 Multics 시스템, ALGOL로 쓰인 Burroughs B5000을 위한 MCP(Master Control Program)가 있다.) 1977년 경, 리치와 스티븐 C. 존슨이 유닉스 운영체제의 이식성을 향상시키기 위해, C 언어를 추가적으로 변경하였다.","{'word': 'PL/I', 'start': 1067, 'end': 1070, 'type': 'COM'}","{'word': 'MCP', 'start': 1119, 'end': 1121, 'type': 'COM'}",no_relation
299,일반적으로 인터프리터나 JIT 컴파일 방식으로 다른 컴퓨터 위에서 바이트코드를 실행할 수 있도록 구현되나 jop 자바 프로세서처럼 하드웨어와 소프트웨어를 혼합해 구현하는 경우도 있다. (이론적으로는 100% 하드웨어 구현도 가능하나 비효율적이다) 자바 바이트코드는 플랫폼에 독립적이며 모든 자바 가상 머신은 자바 가상 머신 규격에 정의된 대로 자바 바이트코드를 실행한다.,"{'word': '인터프리터', 'start': 48, 'end': 52, 'type': 'COM'}","{'word': 'JIT 컴파일', 'start': 55, 'end': 61, 'type': 'COM'}",com:similar_technology
300,"효율성의 관점에서 보면, 클래스를 선언하면 대부분의 컴파일러는 더 효율적인 메서드와 인스턴스 변수 미리보기가 가능하여 최적화하기 쉽게 된다.","{'word': '클래스', 'start': 3584, 'end': 3586, 'type': 'COM'}","{'word': '메서드', 'start': 3612, 'end': 3614, 'type': 'COM'}",no_relation
301,"어셈블리어가 아직 만들어지기 전에는 기계어를 직접 입력하여 프로그램을 작성하기도 했으며, 오늘날에도 흔치는 않지만 그렇게 하는 사람이 있다.","{'word': '기계어', 'start': 186, 'end': 188, 'type': 'COM'}","{'word': '어셈블리어', 'start': 166, 'end': 170, 'type': 'COM'}",com:similar_technology
302,1930년대 알론조 처치가 수학기초론을 연구하는 과정에서 람다 대수의 형식을 제안하였다.,"{'word': '알론조 처치', 'start': 414, 'end': 419, 'type': 'PER'}","{'word': '람다 대수', 'start': 439, 'end': 443, 'type': 'COM'}",per:production
303,"여러 가지 패러다임을 지원하는 언어들도 있는데, 커먼 리스프, 파이썬, 오즈, jdk 1.8 이상의 자바 등이 이런 언어들이다. (""몇년 전까지 자바는 명령형 프로그래밍, 객체지향 프로그래밍 패러다임을 따르기로 유명했다. 하지만 jdk 1.8 부터 함수형 프로그래밍 패러다임을 지원하기 위해 람다식, 생성자 레퍼런스, 메서드 레퍼런스를 도입했고 선언형 프로그래밍의 장려를 위해 Stream과 같은 표준 API 등도 추가했다.","{'word': '함수형 프로그래밍 패러다임', 'start': 576, 'end': 589, 'type': 'COM'}","{'word': '람다식', 'start': 600, 'end': 602, 'type': 'COM'}",com:made_of
304,C 언어로 개발된 프로그램은 메모리 입장에서 다음과 같은 할당 영역으로 나누어 생각할 수 있다.,"{'word': 'C 언어', 'start': 2193, 'end': 2196, 'type': 'COM'}","{'word': '메모리', 'start': 2209, 'end': 2211, 'type': 'COM'}",no_relation
305,"인터페이스가 더 단정해졌으며, 사용자 정의할 수 있는 부분도 많아졌다.","{'word': '사용자', 'start': 1983, 'end': 1985, 'type': 'PER'}","{'word': '인터페이스', 'start': 1966, 'end': 1970, 'type': 'COM'}",no_relation
306,"자바 바이트코드는 주로 자바7로 작성된 소스 코드를 컴파일하여 생성하며 현재 자바 가상 머신의 구조는 자바 언어의 구조를 거의 일대일로 반영하고 있다. 하지만 스칼라 같은 다른 컴파일 언어도 자바 바이트코드를 생성할 수 있으며, 자바로 작성된 자바스크립트 엔진인 라이노() 같은 경우는 옵션에 따라 자바 가상 머신 위에서 인터프리터를 실행하기도 하고 자바 바이트코드를 동적으로 생성하기도 한다.","{'word': '자바', 'start': 913, 'end': 914, 'type': 'COM'}","{'word': '라이노', 'start': 932, 'end': 934, 'type': 'COM'}",no_relation
307,"창립 멤버로는 구글, 마이크로소프트, 모질라 재단, 아마존 웹 서비스, 화웨이이다.","{'word': '마이크로소프트', 'start': 3431, 'end': 3437, 'type': 'ORG'}","{'word': '아마존 웹 서비스', 'start': 3448, 'end': 3456, 'type': 'ORG'}",no_relation
308,"이것은 전통적인 포트란과 C, 자바와 같은 명령형 프로그래밍 언어와는 다른 접근방식인데, 명령형 프로그래밍 언어는 프로그래머가 실행될 알고리즘을 명시해주어야 하는 것이다.","{'word': '포트란', 'start': 246, 'end': 248, 'type': 'COM'}","{'word': 'C', 'start': 251, 'end': 251, 'type': 'COM'}",com:similar_technology
309,"프로그래머가 경험을 쌓을수록 엄격한 의미의 구조적 프로그래밍을 침해하는 어떤 부분이 있는지를 이해하기가 쉽다는 것을 알았고, 널리 퍼진 몇몇 프로그래밍 언어들은 직접적인 분기문을 제한하고 있으며 예외처리를 이런 상황에서 사용할 수 있게 하고 있다.","{'word': '프로그래밍 언어들', 'start': 3305, 'end': 3313, 'type': 'COM'}","{'word': '예외처리', 'start': 3335, 'end': 3338, 'type': 'COM'}",com:sub_concept
310,"예를 들어, 이벤트 기반 서버와 같이, 데이터베이스나 네트워크 작업과 같이 시간이 많이 걸리는 연산을 하는 동안 프로그램이 다른 일을 하는 것을 말한다.","{'word': '프로그램이 다른 일을 하는 것', 'start': 2010, 'end': 2025, 'type': 'COM'}","{'word': '이벤트 기반 서버', 'start': 1954, 'end': 1962, 'type': 'COM'}",no_relation
311,바이트코드 컴파일러가 시간이 많이 소요되는 최적화를 미리 해주기 때문에 바이트코드에서 기계어 번역은 훨씬 빠르게 진행될 수 있다.,"{'word': '바이트코드', 'start': 1014, 'end': 1018, 'type': 'COM'}","{'word': '최적화', 'start': 1038, 'end': 1040, 'type': 'COM'}",no_relation
312,잘 알려진 구조적 프로그래밍 언어에는 파스칼(Pascal)과 에이다(Ada)가 있다.,"{'word': '구조적 프로그래밍 언어', 'start': 1140, 'end': 1151, 'type': 'COM'}","{'word': '파스칼', 'start': 1155, 'end': 1157, 'type': 'COM'}",com:sub_concept
313,그런 경우에는 제조사가 만든 문서에서 쓰이는 것이 가장 자주 쓰이게 된다.,"{'word': '제조사', 'start': 348, 'end': 350, 'type': 'ORG'}","{'word': '문서', 'start': 356, 'end': 357, 'type': 'POH'}",org:production
314,"VCR, DVD 플레이어, 전자레인지와 같은 임베디드 시스템에서는 응용 소프트웨어와 운영 체제 소프트웨어를 구별하기 어려울 수도 있다.","{'word': '임베디드 시스템', 'start': 907, 'end': 914, 'type': 'COM'}","{'word': 'DVD 플레이어', 'start': 887, 'end': 894, 'type': 'COM'}",com:sub_concept
315,세계 최초의 컴파일러는 1952년 그레이스 호퍼가 개발한 프로그래밍 언어 A-0를 기계어로 번역하는 컴파일러이다.,"{'word': '세계 최초의 컴파일러', 'start': 877, 'end': 887, 'type': 'COM'}","{'word': '1952년', 'start': 890, 'end': 894, 'type': 'DAT'}",com:date_of_produced
316,"스몰토크-80은 앨런 케이가 1969년에 처음 생각했는데, 1980년에 제록스 팔로 알토 연구센터에서 출시되었다.","{'word': '앨런 케이', 'start': 1932, 'end': 1936, 'type': 'PER'}","{'word': '스몰토크-80', 'start': 1923, 'end': 1929, 'type': 'COM'}",per:production
317,최근에는 윈도우 및 XBOX 360을 위한 게임 전문 개발 도구인 XNA 게임 스튜디오 익스프레스와 하드웨어 제어를 위한 로보틱스 스튜디오 익스프레스 에디션도 함께 배포하고 있다.,"{'word': '윈도우', 'start': 3214, 'end': 3216, 'type': 'COM'}","{'word': 'XBOX 360', 'start': 3220, 'end': 3227, 'type': 'COM'}",no_relation
318,"객체 지향 모델을 더 엄격하게 따르고 있었기 때문에, OWL은 한때 MFC보다 인기 있었다. 하지만 윈도의 새로운 기능에 대한 업데이트가 늦어지게 되면서, 시장 지배력을 잃어버렸다.","{'word': 'OWL', 'start': 443, 'end': 445, 'type': 'COM'}","{'word': 'MFC', 'start': 451, 'end': 453, 'type': 'COM'}",no_relation
319,다시 말해 컴퓨터 프로그래밍에서 기계어는 대부분 어셈블리어를 거쳐 짜여지게 된다.,"{'word': '어셈블리어', 'start': 147, 'end': 151, 'type': 'COM'}","{'word': '기계어', 'start': 138, 'end': 140, 'type': 'COM'}",no_relation
320,"클래스기반 언어에서, 클래스의 생성자를 통하거나 필요하다면 생성자와 생성자의 매개변수를 통하여 인스턴스를 새로 만든다. 결과로 만들어진 인스턴스는 선택된 클래스의 설계와 행동을 따르게 된다.","{'word': '클래스기반 언어', 'start': 1148, 'end': 1155, 'type': 'COM'}","{'word': '인스턴스', 'start': 1224, 'end': 1227, 'type': 'COM'}",com:sub_concept
321,마이크로소프트는 개발도구 시장에서 경쟁력을 얻기 위해 C++을 활용하여 MFC를 만들었다.,"{'word': '마이크로소프트', 'start': 234, 'end': 240, 'type': 'ORG'}","{'word': 'MFC', 'start': 274, 'end': 276, 'type': 'COM'}",org:production
322,1985년에 개발된 미란다가 하스켈의 전신이라고 할 수 있다.,"{'word': '하스켈', 'start': 142, 'end': 144, 'type': 'COM'}","{'word': '미란다', 'start': 137, 'end': 139, 'type': 'COM'}",com:prior_technology
323,마이크로소프트는 언어의 최종 이름을 Cool로 유지할지도 고려해봤지만 상표 문제로 인해 이뤄지지 않았다.,"{'word': '마이크로소프트', 'start': 1405, 'end': 1411, 'type': 'ORG'}","{'word': '상표', 'start': 1444, 'end': 1445, 'type': 'POH'}",no_relation
324,"마이크로 포커스, 후지쯔, IBM을 포함한 일부 업체들은 완전한 리비전의 초안에 기반한 객체 지향 문법을 도입하였다.","{'word': '마이크로 포커스', 'start': 3033, 'end': 3040, 'type': 'ORG'}","{'word': '객체 지향 문법', 'start': 3082, 'end': 3089, 'type': 'COM'}",org:production
325,마이크로프로세서는 각각 다른 기계어 코드를 가지고 있기 때문에 같은 고급언어라도 다른 기계어 코드를 생성해야 한다.,"{'word': '마이크로프로세서', 'start': 1453, 'end': 1460, 'type': 'COM'}","{'word': '기계어 코드', 'start': 1469, 'end': 1474, 'type': 'COM'}",com:sub_concept
326,"람다 항 formula_55이 formula_136와 같은 꼴의 부분 람다 항을 가지지 않는다면, formula_55을 베타 표준형(β標準型, )이라고 한다.","{'word': 'β標準型', 'start': 4189, 'end': 4192, 'type': 'COM'}","{'word': '베타 표준형', 'start': 4182, 'end': 4187, 'type': 'COM'}",com:alternative_names
327,"이 밖에도 SDL, 알레그로, 오픈맥스, OpenAL, FMOD가 있다.","{'word': 'SDL', 'start': 1490, 'end': 1492, 'type': 'COM'}","{'word': '알레그로', 'start': 1495, 'end': 1498, 'type': 'COM'}",com:similar_technology
328,"20세기의 막바지에 이르자, 대부분의 컴퓨터 과학자들은 구조적 프로그래밍의 개념을 배우고 적용하는 것은 유용하다고 확신했다.","{'word': '컴퓨터 과학자', 'start': 3063, 'end': 3069, 'type': 'COM'}","{'word': '구조적 프로그래밍', 'start': 3073, 'end': 3081, 'type': 'COM'}",no_relation
329,존슨의 Portable C Compiler는 새로운 플랫폼에서의 C의 구현의 기초가 되었다.,"{'word': '존슨', 'start': 1221, 'end': 1222, 'type': 'PER'}","{'word': '새로운 플랫폼', 'start': 1246, 'end': 1252, 'type': 'POH'}",no_relation
330,"오라클(구 썬 마이크로시스템즈)에서 제공하는 자바 가상 머신 말고도 각 운영 체제 개발사가 제공하는 자바 가상 머신 및 오픈소스로 개발된 구형 버전의 온전한 자바 VM도 있으며, GNU의 GCJ나 아파치 소프트웨어 재단(ASF: Apache Software Foundation)의 하모니(Harmony)와 같은 아직은 완전하지 않지만 지속적인 오픈 소스 자바 가상 머신도 존재한다.","{'word': '아파치 소프트웨어 재단', 'start': 2407, 'end': 2418, 'type': 'COM'}","{'word': 'Apache Software Foundation', 'start': 2425, 'end': 2450, 'type': 'COM'}",com:alternative_names
331,람다 대수의 항들에 대하여 알파 동치와 베타 축약 등의 연산을 수행할 수 있다.,"{'word': '연산', 'start': 213, 'end': 214, 'type': 'COM'}","{'word': '알파 동치와 베타 축약', 'start': 197, 'end': 208, 'type': 'COM'}",com:sub_concept
332,"클래스리스 프로그래밍은 최근에 와서 많이 유명해졌는데, 자바스크립트와 모픽 프레임워크를 사용하는 스퀵에 적용되었고, 그 외에 세실, 뉴튼스크립트, 아이오, 무, 리볼, 케보 등에 적용되었다.(#프로토타입 기반 언어 목록 참고.)","{'word': '자바스크립트', 'start': 327, 'end': 332, 'type': 'COM'}","{'word': '모픽 프레임워크', 'start': 335, 'end': 342, 'type': 'COM'}",no_relation
333,"확장에는 구조적, 객체 지향 프로그래밍의 지원을 포함한다.","{'word': '확장', 'start': 688, 'end': 689, 'type': 'COM'}","{'word': '구조적', 'start': 693, 'end': 695, 'type': 'COM'}",com:sub_concept
334,비구조적 프로그래밍은 하나의 연속된 덩어리에 모든 코드를 넣는 프로그래밍 패러다임이다.,"{'word': '프로그래밍 패러다임', 'start': 35, 'end': 44, 'type': 'COM'}","{'word': '비구조적 프로그래밍', 'start': 0, 'end': 9, 'type': 'COM'}",com:sub_concept
335,데이크스트라의 초창기 가드 명령어 언어같은 어떤 언어에서는 구조를 완전히 둘러싸는 codice_8와 같은 구문으로 구조의 단일성을 강조한다.,"{'word': '데이크스트라', 'start': 476, 'end': 481, 'type': 'PER'}","{'word': '초창기 가드 명령어 언어', 'start': 484, 'end': 496, 'type': 'COM'}",per:production
336,이것은 자바와 자바스크립트 간에는 구문이 유사하다는 점(양쪽 모두 C에 바탕을 두었기 때문에) 외에는 실제 관련성이 없었기 때문이다.,"{'word': '자바스크립트', 'start': 2130, 'end': 2135, 'type': 'COM'}","{'word': 'C', 'start': 2159, 'end': 2159, 'type': 'COM'}",com:prior_technology
337,그 중 AT&amp;T의 벨 연구소에서 비야네 스트롭스트룹등에 의해 개발된 C++는 가장 많은 사용자를 확보하고 있는 객체지향 언어다.,"{'word': 'AT&amp;T', 'start': 1931, 'end': 1938, 'type': 'ORG'}","{'word': '벨 연구소', 'start': 1941, 'end': 1945, 'type': 'ORG'}",no_relation
338,"윈도우 7, 윈도우 서버 2008 R2 운영 체제를 위한 기술을 제공하며, 닷넷 프레임워크 4.0 대응 및 C# 4.0, 비주얼 베이직 10.0 등의 기능이 새로 포함되어 2010년 4월 12일에 출시하였다.","{'word': '윈도우 7', 'start': 3911, 'end': 3915, 'type': 'COM'}","{'word': '비주얼 베이직 10.0', 'start': 3979, 'end': 3990, 'type': 'COM'}",no_relation
339,"프로토타입기반 프로그래밍은 클래스리스(""class-less""), 프로토타입 지향(prototype-oriented) 혹은 인스턴스 기반(instance-based) 프로그래밍이라고도 한다.","{'word': '인스턴스 기반', 'start': 200, 'end': 206, 'type': 'COM'}","{'word': 'instance-based', 'start': 208, 'end': 221, 'type': 'COM'}",com:alternative_names
340,구조적 프로그래밍은 항상 그런 것은 아니지만 하향식 설계와 관련이 있다.,"{'word': '구조적 프로그래밍', 'start': 843, 'end': 851, 'type': 'COM'}","{'word': '하향식 설계', 'start': 868, 'end': 873, 'type': 'COM'}",com:similar_technology
341,웹 개발 환경에서는 프로젝트 내에 포함된 소스 코드에 대해서도 인텔리센스 기능을 지원하게 되었다.,"{'word': '웹 개발 환경', 'start': 3714, 'end': 3720, 'type': 'COM'}","{'word': '프로젝트', 'start': 3725, 'end': 3728, 'type': 'COM'}",com:sub_concept
